source	target	weigh	bootscore	confidence
m__hmdb00067	clostridium_hathewayi	0.137320229	0.76	0.104363374
bacteroides_thetaiotaomicron	dihydroorotate dehydrogenase quinone	0.103663441	1	0.103663441
holdemania_unclassified	dephospho-coa kinase	-0.608384366	0.17	0.103425342
m__hmdb02123	coprococcus_comes	-0.107669685	0.96	0.103362897
triose-phosphate isomerase	triose-phosphate isomerase	0.102892931	1	0.102892931
bilophila_wadsworthia	glutamate decarboxylase	0.141899693	0.72	0.102167779
clostridiaceae_bacterium_jc118	3-methyl-2-oxobutanoate hydroxymethyltransferase	0.254393646	0.4	0.101757458
m__hmdb00510	bacteroides_thetaiotaomicron	0.163030038	0.62	0.101078623
l-lactate dehydrogenase	l-lactate dehydrogenase	0.100668447	1	0.100668447
clostridiales_bacterium_1_7_47faa	dihydrolipoyl dehydrogenase	-0.304653758	0.33	0.10053574
glutamate decarboxylase	glutamate decarboxylase	0.100494899	1	0.100494899
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	phosphogluconate dehydrogenase nadp+-dependent decarboxylating	0.09958124	1	0.09958124
rna helicase	m__hmdb04610	0.099499201	1	0.099499201
clostridium_citroniae	beta-ketoacyl-acyl-carrier-protein synthase ii	-0.471623243	0.21	0.099040881
m__hmdb00043	roseburia_hominis	0.103641484	0.95	0.09845941
ruminococcus_lactaris	glutamate dehydrogenase nadp+	0.144633495	0.68	0.098350777
m__hmdb00715	anaerostipes_hadrus	0.098031625	1	0.098031625
m__hmdb01895	clostridium_bartlettii	-0.122284813	0.8	0.09782785
peptostreptococcaceae_noname_unclassified	peptostreptococcaceae_noname_unclassified	0.097671968	1	0.097671968
eubacterium_ventriosum	3-hydroxybutyryl-coa dehydrogenase	0.099259542	0.98	0.097274351
collinsella_aerofaciens	orotidine-5-phosphate decarboxylase	-0.096795323	1	0.096795323
m__hmdb00089	klebsiella_pneumoniae	0.105187981	0.92	0.096772942
hgr__lgals4	c2likevirus_unclassified	0.096741815	1	0.096741815
veillonella_parvula	phosphogluconate dehydrogenase nadp+-dependent decarboxylating	0.101463777	0.95	0.096390588
thymidylate synthase	thymidylate synthase	0.095977001	1	0.095977001
subdoligranulum_unclassified	pyridoxal 5-phosphate synthase	-0.102543117	0.93	0.095365099
m__hmdb00715	eubacterium_hallii	0.11209808	0.85	0.095283368
m__hmdb00262	roseburia_inulinivorans	0.256613056	0.37	0.094946831
hgi__anpep	subdoligranulum_unclassified	0.093770175	1	0.093770175
pseudomonas_unclassified	glyceraldehyde-3-phosphate dehydrogenase phosphorylating	0.406006435	0.23	0.09338148
m__hmdb00296	streptococcus_parasanguinis	0.359105059	0.26	0.093367315
roseburia_unclassified	roseburia_unclassified	0.092538841	1	0.092538841
collinsella_aerofaciens	2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	-0.091942085	1	0.091942085
m__hmdb00482	alistipes_putredinis	-0.116302159	0.79	0.091878706
transaldolase	m__hmdb02322	0.112845499	0.81	0.091404855
3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate hydroxymethyltransferase	0.090775286	1	0.090775286
erysipelotrichaceae_bacterium_6_1_45	histidine kinase	-0.210701984	0.43	0.090601853
glucose-6-phosphate dehydrogenase nadp+	glucose-6-phosphate dehydrogenase nadp+	0.090519539	1	0.090519539
alistipes_putredinis	alistipes_putredinis	0.08970246	1	0.08970246
eubacterium_ventriosum	3-hydroxyacyl-coa dehydrogenase	0.089915454	0.99	0.0890163
streptococcus_thermophilus	hydroxylamine reductase	0.126545761	0.69	0.087316575
m__hmdb00806	bacteroides_stercoris	0.12097163	0.72	0.087099574
bacteroides_fragilis	pyridoxal 5-phosphate synthase	0.086728525	1	0.086728525
veillonella_atypica	histidine kinase	-0.210002346	0.41	0.086100962
clostridium_leptum	4-cytidine 5-diphospho-2-c-methyl-d-erythritol kinase	0.127966748	0.67	0.085737721
shikimate kinase	shikimate kinase	0.085326415	1	0.085326415
m__hmdb03464	bacteroides_uniformis	-0.177473483	0.48	0.085187272
clostridiales_bacterium_1_7_47faa	dephospho-coa kinase	0.249044662	0.34	0.084675185
m__hmdb00296	barnesiella_intestinihominis	-0.134231158	0.62	0.083223318
m__hmdb00482	streptococcus_parasanguinis	0.222252242	0.37	0.082233329
ruminococcus_bromii	ruminococcus_bromii	0.082032189	1	0.082032189
nadh dehydrogenase quinone	m__hmdb00289	0.083626176	0.98	0.081953653
bacteroides_caccae	bacteroides_caccae	0.081820859	1	0.081820859
hgi__anpep	bacteroides_eggerthii	0.081411098	1	0.081411098
m__hmdb00039	eubacterium_ventriosum	-0.082123382	0.99	0.081302148
hgi__clca1	bacteroides_dorei	0.080862887	1	0.080862887
m__hmdb00019	ruminococcus_obeum	0.4733229	0.17	0.080464893
clostridiaceae_bacterium_jc118	aldose 1-epimerase	0.422203409	0.19	0.080218648
streptococcus_salivarius	preq1 synthase	0.222255008	0.36	0.080011803
m__hmdb00715	anaerostipes_hadrus	0.078281628	1	0.078281628
clostridiales_bacterium_1_7_47faa	3-hydroxyacyl-coa dehydrogenase	0.311626826	0.25	0.077906707
mitsuokella_unclassified	phosphogluconate dehydrogenase nadp+-dependent decarboxylating	-0.707587287	0.11	0.077834602
clostridiales_bacterium_1_7_47faa	pyruvate carboxylase	0.244133582	0.31	0.07568141
veillonella_dispar	glyceraldehyde-3-phosphate dehydrogenase phosphorylating	0.095578252	0.79	0.075506819
collinsella_aerofaciens	thymidylate synthase	-0.085689716	0.88	0.07540695
m__hmdb00296	bacteroides_caccae	0.196962686	0.38	0.074845821
m__hmdb00511	bacteroides_stercoris	0.467272965	0.16	0.074763674
3-hydroxyacyl-acyl-carrier-protein dehydratase	3-hydroxyacyl-acyl-carrier-protein dehydratase	0.07453909	1	0.07453909
glutamate decarboxylase	glutamate decarboxylase	0.074223187	1	0.074223187
eubacterium_ramulus	3-hydroxybutyryl-coa dehydrogenase	0.185257496	0.4	0.074102999
pseudomonas_unclassified	ribulose-bisphosphate carboxylase	-0.336135815	0.22	0.073949879
m__hmdb00239	bacteroides_ovatus	0.073765469	1	0.073765469
collinsella_aerofaciens	orotidine-5-phosphate decarboxylase	-0.073482582	1	0.073482582
protein-npi-phosphohistidine-sugar phosphotransferase	protein-npi-phosphohistidine-sugar phosphotransferase	0.072974873	1	0.072974873
4-cytidine 5-diphospho-2-c-methyl-d-erythritol kinase	4-cytidine 5-diphospho-2-c-methyl-d-erythritol kinase	0.072486794	1	0.072486794
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb04610	0.139162267	0.52	0.072364379
eubacterium_rectale	eubacterium_rectale	0.071821833	1	0.071821833
bacteroides_xylanisolvens	beta-lactamase	0.072504915	0.99	0.071779866
cytochrome-c oxidase	m__hmdb00056	0.071375821	1	0.071375821
oscillibacter_unclassified	oscillibacter_unclassified	0.070973652	1	0.070973652
enoyl-coa hydratase	enoyl-coa hydratase	0.070904299	1	0.070904299
m__hmdb00452	ruminococcus_lactaris	0.114195452	0.62	0.07080118
m__hmdb00098	pseudomonas_unclassified	-0.069271765	1	0.069271765
eubacterium_ventriosum	s-ribosylhomocysteine lyase	0.069763458	0.99	0.069065823
m__hmdb00063	veillonella_dispar	0.492134503	0.14	0.06889883
m__hmdb00715	dorea_formicigenerans	0.068807741	1	0.068807741
phosphopyruvate hydratase	phosphopyruvate hydratase	0.068514519	1	0.068514519
transaldolase	m__hmdb01991	-0.129243314	0.53	0.068498957
m__hmdb00195	prevotella_copri	0.157019573	0.43	0.067518416
prevotella_copri	uridine kinase	0.067099752	1	0.067099752
glutamate dehydrogenase	m__hmdb01257	-0.095600647	0.7	0.066920453
m__hmdb00715	dorea_formicigenerans	0.066731635	1	0.066731635
ruminococcus_obeum	methionyl aminopeptidase	0.184036034	0.36	0.066252972
hgi__hla-dra	klebsiella_pneumoniae	0.065218187	1	0.065218187
glycerate 3-kinase	m__hmdb02322	0.085483072	0.76	0.064967135
enoyl-coa hydratase	m__hmdb00289	-0.069354604	0.92	0.063806236
adenosylmethionine-8-amino-7-oxononanoate transaminase	m__hmdb00030	-0.09380222	0.68	0.06378551
ruminococcus_obeum	endopeptidase clp	-0.111752309	0.57	0.063698816
m__hmdb00239	bacteroides_ovatus	0.064705455	0.98	0.063411346
bacteroides_stercoris	bacterial non-heme ferritin	0.063016001	1	0.063016001
m__hmdb00630	klebsiella_pneumoniae	0.520591736	0.12	0.062471008
bilophila_wadsworthia	aldose 1-epimerase	-0.158605175	0.39	0.061856018
c2likevirus_unclassified	c2likevirus_unclassified	0.061414613	1	0.061414613
m__hmdb00014	bacteroides_thetaiotaomicron	0.082505244	0.74	0.061053881
m__hmdb00764	alistipes_finegoldii	0.127104747	0.48	0.061010279
clostridium_bartlettii	cytochrome-c oxidase	0.22422361	0.27	0.060540375
bacteroides_uniformis	bacteroides_uniformis	0.060449901	1	0.060449901
lachnospiraceae_bacterium_3_1_57faa_ct1	glutamate dehydrogenase	0.300857157	0.2	0.060171431
glutamate dehydrogenase nadp+	m__hmdb02329	0.068816765	0.86	0.059182418
m__hmdb00448	eubacterium_eligens	0.080820318	0.73	0.058998832
streptococcus_salivarius	pyruvate carboxylase	-0.119539167	0.49	0.058574192
m__hmdb00262	erysipelotrichaceae_bacterium_6_1_45	0.058482479	1	0.058482479
holdemania_unclassified	2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	-0.486082596	0.12	0.058329912
barnesiella_intestinihominis	aldose 1-epimerase	0.058238838	1	0.058238838
m__hmdb00806	bacteroides_stercoris	0.069119401	0.83	0.057369103
streptococcus_salivarius	shikimate kinase	-0.167769351	0.34	0.057041579
beta-lactamase	m__hmdb04610	-0.086393173	0.66	0.057019494
bacteroides_xylanisolvens	glutamate dehydrogenase nadp+	0.057002301	1	0.057002301
methylaspartate mutase	m__hmdb00089	-0.061270328	0.93	0.056981405
clostridium_bartlettii	hydroxylamine reductase	0.188947443	0.3	0.056684233
m__hmdb00174	clostridium_leptum	0.056505664	1	0.056505664
beta-ketoacyl-acyl-carrier-protein synthase ii	m__hmdb00289	0.059285246	0.95	0.056320984
dihydrolipoyl dehydrogenase	m__hmdb01257	0.169706623	0.33	0.056003186
dorea_longicatena	phosphoglycerate mutase 2:3-diphosphoglycerate-dependent	-0.163250742	0.34	0.055505252
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	0.055439856	1	0.055439856
l-lactate dehydrogenase	m__hmdb00269	-0.06016197	0.92	0.055349012
collinsella_aerofaciens	serine o-acetyltransferase	0.061981113	0.89	0.05516319
eggerthella_unclassified	shikimate kinase	-0.393736281	0.14	0.055123079
erysipelotrichaceae_bacterium_6_1_45	5-formyltetrahydrofolate cyclo-ligase	-0.211708954	0.26	0.055044328
eubacterium_eligens	methionyl aminopeptidase	-0.057202759	0.96	0.054914649
m__hmdb00812	lachnospiraceae_bacterium_2_1_58faa	-0.322458842	0.17	0.054818003
dorea_unclassified	beta-ketoacyl-acyl-carrier-protein synthase ii	-0.195410767	0.28	0.054715015
ruminococcus_bromii	5-formyltetrahydrofolate cyclo-ligase	-0.097431554	0.56	0.05456167
faecalibacterium_prausnitzii	bacterial non-heme ferritin	-0.054461699	1	0.054461699
;  q06996: l_sendf    ;  o55528: l_sendo	m__hmdb00098	-0.151061253	0.36	0.054382051
ruminococcus_bromii	ruminococcus_bromii	0.05386584	1	0.05386584
bilophila_unclassified	ribulose-bisphosphate carboxylase	-0.070603575	0.76	0.053658717
m__hmdb00020	escherichia_unclassified	0.38304321	0.14	0.053626049
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb01257	0.111484058	0.48	0.053512348
bilophila_unclassified	phosphoenolpyruvate carboxykinase atp	-0.110780306	0.48	0.053174547
m__hmdb00244	clostridiales_bacterium_1_7_47faa	0.075805316	0.7	0.053063721
m__hmdb00128	escherichia_unclassified	0.110467469	0.48	0.053024385
ruminococcus_torques	ruminococcus_torques	0.052290512	1	0.052290512
veillonella_dispar	ribulose-phosphate 3-epimerase	-0.053234407	0.95	0.050572687
hgi__b2m	subdoligranulum_unclassified	0.057340361	0.87	0.049886114
ruminococcus_bromii	dephospho-coa kinase	0.049597767	1	0.049597767
dna helicase	dna helicase	0.049346314	1	0.049346314
veillonella_parvula	veillonella_parvula	0.049032472	1	0.049032472
hgr__tmsb4x	c2likevirus_unclassified	-0.060752257	0.8	0.048601806
roseburia_inulinivorans	glyceraldehyde-3-phosphate dehydrogenase phosphorylating	0.049237478	0.98	0.048252729
m__hmdb00452	bifidobacterium_longum	0.437410388	0.11	0.048115143
holdemania_unclassified	formate-c-acetyltransferase-activating enzyme	-0.299337558	0.16	0.047894009
l-lactate dehydrogenase	m__hmdb00089	0.067081317	0.71	0.047627735
m__hmdb00098	dorea_formicigenerans	-0.06699489	0.71	0.047566372
l-lactate dehydrogenase	m__hmdb00269	-0.05555871	0.85	0.047224903
hgi__igj	ruminococcus_gnavus	0.047098281	1	0.047098281
hgi__apob	ruminococcus_gnavus	0.047069053	1	0.047069053
m__hmdb00251	streptococcus_thermophilus	0.047069053	1	0.047069053
m__hmdb00063	clostridium_symbiosum	0.425958947	0.11	0.046855484
bacteroides_thetaiotaomicron	glycerol kinase	0.046835621	1	0.046835621
hgi__anpep	haemophilus_parainfluenzae	0.04980905	0.94	0.046820507
roseburia_inulinivorans	dihydrolipoyl dehydrogenase	-0.046625531	1	0.046625531
m__hmdb00247	bacteroides_cellulosilyticus	0.113075818	0.41	0.046361086
m__hmdb00251	parabacteroides_distasonis	0.148419309	0.31	0.046009986
coprobacillus_unclassified	3-hydroxyacyl-acyl-carrier-protein dehydratase	0.138640737	0.33	0.045751443
bacteroides_xylanisolvens	glutamate dehydrogenase nadp+	0.045077398	1	0.045077398
shikimate kinase	m__hmdb01257	0.093463378	0.48	0.044862422
eubacterium_ramulus	acetyl-coa c-acetyltransferase	0.22385058	0.2	0.044770116
bacteroides_uniformis	superoxide dismutase	0.045996766	0.97	0.044616863
ruminococcus_gnavus	glucose-1-phosphate adenylyltransferase	-0.047876155	0.93	0.044524824
dna-directed rna polymerase	m__hmdb00036	0.043842019	1	0.043842019
m__hmdb00195	collinsella_aerofaciens	-0.132672254	0.33	0.043781844
formate-c-acetyltransferase-activating enzyme	formate-c-acetyltransferase-activating enzyme	0.043476591	1	0.043476591
m__hmdb00482	bifidobacterium_adolescentis	0.063362516	0.68	0.043086511
m__hmdb00067	eubacterium_eligens	0.054305698	0.79	0.042901501
fructose-bisphosphate aldolase	fructose-bisphosphate aldolase	0.042565754	1	0.042565754
eubacterium_hallii	rna helicase	-0.084940494	0.5	0.042470247
hydroxylamine reductase	m__hmdb00239	-0.094797663	0.44	0.041710972
faecalibacterium_prausnitzii	bacterial non-heme ferritin	-0.042085491	0.99	0.041664636
streptococcus_parasanguinis	aldose 1-epimerase	-0.06693644	0.62	0.041500593
clostridium_bartlettii	3-hydroxyacyl-coa dehydrogenase	0.229820712	0.18	0.041367728
m__hmdb00222	roseburia_unclassified	0.059898622	0.69	0.041330049
clostridiales_bacterium_1_7_47faa	hydroxylamine reductase	-0.15291499	0.27	0.041287047
m__hmdb03464	roseburia_inulinivorans	0.048491259	0.85	0.04121757
phosphogluconate dehydrogenase nadp+-dependent decarboxylating	m__hmdb00030	0.045075995	0.91	0.041019156
clostridiaceae_bacterium_jc118	endopeptidase clp	0.312365187	0.13	0.040607474
m__hmdb01991	faecalibacterium_prausnitzii	0.040418088	1	0.040418088
m__hmdb00699	lachnospiraceae_bacterium_3_1_46faa	0.160938172	0.25	0.040234543
peptostreptococcaceae_noname_unclassified	peptostreptococcaceae_noname_unclassified	0.039837368	1	0.039837368
m__hmdb00195	parasutterella_excrementihominis	0.068852619	0.57	0.039245993
eggerthella_unclassified	histidine kinase	-0.261608554	0.15	0.039241283
pseudomonas_unclassified	h+-transporting two-sector atpase	-0.278121341	0.14	0.038936988
parabacteroides_merdae	parabacteroides_merdae	0.03888961	1	0.03888961
hgi__hla-dra	bacteroides_eggerthii	0.044321946	0.87	0.038560093
hgi__b2m	subdoligranulum_unclassified	0.042570457	0.88	0.037462002
clostridiales_bacterium_1_7_47faa	3-hydroxybutyryl-coa dehydrogenase	0.231986204	0.16	0.037117793
hgi__defa5	clostridium_clostridioforme	0.036989468	1	0.036989468
holdemania_filiformis	peptidylprolyl isomerase	0.167517852	0.22	0.036853928
collinsella_aerofaciens	s-ribosylhomocysteine lyase	-0.083683515	0.44	0.036820746
alistipes_shahii	pyridoxine 5-phosphate synthase	-0.041247924	0.87	0.035885694
dna-directed rna polymerase	m__hmdb00626	-0.037605384	0.95	0.035725115
lachnospiraceae_bacterium_1_1_57faa	lachnospiraceae_bacterium_1_1_57faa	0.035214743	1	0.035214743
methionyl aminopeptidase	methionyl aminopeptidase	0.035130393	1	0.035130393
m__hmdb00699	oscillibacter_unclassified	0.109482005	0.32	0.035034242
triose-phosphate isomerase	m__hmdb00619	0.036075614	0.97	0.034993346
bacteroides_massiliensis	bacteroides_massiliensis	0.034521375	1	0.034521375
m__hmdb00174	odoribacter_splanchnicus	0.073288056	0.47	0.034445386
prevotella_copri	uridine kinase	0.034170199	1	0.034170199
m__hmdb00452	coprobacillus_unclassified	0.221245328	0.15	0.033186799
burkholderiales_bacterium_1_1_47	16s rrna cytosine1402-n4-methyltransferase	-0.07537812	0.44	0.033166373
formate-c-acetyltransferase-activating enzyme	m__hmdb00030	0.036034975	0.91	0.032791827
m__hmdb00063	roseburia_unclassified	0.327662173	0.1	0.032766217
clostridiaceae_bacterium_jc118	pyridoxal 5-phosphate synthase glutamine hydrolyzing	0.148696156	0.22	0.032713154
roseburia_intestinalis	roseburia_intestinalis	0.032648088	1	0.032648088
dialister_invisus	glycerate 3-kinase	-0.032884478	0.99	0.032555633
bilophila_unclassified	ubiquinol oxidase electrogenic: non h+-transporting	0.0610457	0.53	0.032354221
bifidobacterium_adolescentis	methionyl aminopeptidase	0.07164196	0.45	0.032238882
bacteroides_massiliensis	bacteroides_massiliensis	0.032029841	1	0.032029841
erysipelotrichaceae_bacterium_6_1_45	glucose-6-phosphate dehydrogenase nadp+	-0.099989314	0.32	0.03199658
anaerotruncus_colihominis	phosphopyruvate hydratase	0.265586914	0.12	0.03187043
m__hmdb00448	ruminococcaceae_bacterium_d16	-0.034512504	0.91	0.031406379
streptococcus_salivarius	preq1 synthase	0.100820594	0.31	0.031254384
3-methyl-2-oxobutanoate hydroxymethyltransferase	m__hmdb01257	0.084261405	0.37	0.03117672
m__hmdb00262	erysipelotrichaceae_bacterium_6_1_45	0.030706335	1	0.030706335
nadh	m__hmdb00562	0.032947285	0.92	0.030311502
glycerate 3-kinase	m__hmdb02329	0.031573984	0.96	0.030311024
m__hmdb00510	bacteroides_stercoris	0.120570751	0.25	0.030142688
ruminococcus_obeum	preq1 synthase	0.07897233	0.38	0.030009485
methylaspartate mutase	m__hmdb00619	-0.037181212	0.8	0.029744969
rna helicase	rna helicase	0.029732532	1	0.029732532
bacteroides_xylanisolvens	glycerol kinase	-0.040691935	0.73	0.029705113
barnesiella_intestinihominis	endopeptidase clp	0.03531817	0.84	0.029667263
parabacteroides_unclassified	peptidylprolyl isomerase	0.033637951	0.88	0.029601397
eubacterium_rectale	eubacterium_rectale	0.029497348	1	0.029497348
m__hmdb00020	lachnospiraceae_bacterium_8_1_57faa	0.046000713	0.64	0.029440457
haemophilus_parainfluenzae	phosphoglycerate kinase	0.030570383	0.96	0.029347568
clostridium_bartlettii	aspartate ammonia-lyase	-0.195637648	0.15	0.029345647
m__hmdb00067	bacteroides_faecis	-0.063611116	0.46	0.029261113
m__hmdb00020	bacteroides_caccae	-0.207984526	0.14	0.029117834
roseburia_inulinivorans	glyceraldehyde-3-phosphate dehydrogenase phosphorylating	0.029101822	1	0.029101822
barnesiella_intestinihominis	4-cytidine 5-diphospho-2-c-methyl-d-erythritol kinase	0.029563024	0.98	0.028971763
ruminococcus_gnavus	acetyl-coa c-acetyltransferase	-0.03892707	0.74	0.028806032
m__hmdb00209	bifidobacterium_adolescentis	-0.168923445	0.17	0.028716986
hgr__krt8	sutterella_wadsworthensis	-0.028679399	1	0.028679399
superoxide dismutase	superoxide dismutase	0.028448397	1	0.028448397
beta-lactamase	m__hmdb04610	-0.061299822	0.46	0.028197918
ruminococcaceae_bacterium_d16	phosphopyruvate hydratase	0.09707844	0.29	0.028152747
bacteroides_eggerthii	beta-lactamase	0.028091964	1	0.028091964
bifidobacterium_adolescentis	bifidobacterium_adolescentis	0.028018747	1	0.028018747
m__hmdb01169	eubacterium_siraeum	0.071758338	0.39	0.027985752
dna helicase	dna helicase	0.027846384	1	0.027846384
m__hmdb00873	lachnospiraceae_bacterium_3_1_57faa_ct1	-0.027697105	1	0.027697105
lachnospiraceae_bacterium_3_1_57faa_ct1	transaldolase	0.028130469	0.98	0.027567859
m__hmdb00174	coprococcus_catus	0.032198624	0.85	0.02736883
anaerostipes_hadrus	rna helicase	-0.073681372	0.37	0.027262108
m__hmdb00448	lachnospiraceae_bacterium_7_1_58faa	-0.028051641	0.97	0.027210091
m__hmdb00089	klebsiella_pneumoniae	0.033799432	0.8	0.027039546
erysipelotrichaceae_bacterium_6_1_45	nadh	0.086733129	0.31	0.02688727
m__hmdb00296	collinsella_aerofaciens	0.076613335	0.35	0.026814667
bilophila_unclassified	nadh dehydrogenase quinone	0.071607484	0.37	0.026494769
hgr__fabp1	bacteroides_finegoldii	0.026360652	1	0.026360652
pseudomonas_unclassified	;  q06996: l_sendf    ;  o55528: l_sendo	0.026078367	1	0.026078367
m__hmdb00209	bacteroides_caccae	-0.216167867	0.12	0.025940144
glycerol kinase	m__hmdb00239	0.050120939	0.51	0.025561679
m__hmdb00262	clostridium_bartlettii	0.025966957	0.98	0.025447618
roseburia_inulinivorans	roseburia_inulinivorans	0.025309829	1	0.025309829
m__hmdb02123	bacteroides_massiliensis	0.125785716	0.2	0.025157143
m__hmdb00482	collinsella_aerofaciens	0.038673152	0.65	0.025137549
hgr__igj	veillonella_parvula	0.025093388	1	0.025093388
oscillibacter_unclassified	cytochrome-c oxidase	0.03092263	0.8	0.024738104
hgi__defa5	clostridium_bolteae	0.024599931	1	0.024599931
m__hmdb00873	parabacteroides_merdae	-0.14465073	0.17	0.024590624
m__hmdb00262	bilophila_wadsworthia	0.025523289	0.96	0.024502357
m__hmdb00195	ruminococcus_obeum	-0.045225573	0.54	0.02442181
anaerotruncus_colihominis	triose-phosphate isomerase	-0.08591091	0.28	0.024055055
m__hmdb00247	parasutterella_excrementihominis	0.023939196	1	0.023939196
m__hmdb02123	bilophila_wadsworthia	-0.030277617	0.79	0.023919318
m__hmdb00030	parabacteroides_unclassified	0.023838836	1	0.023838836
streptococcus_parasanguinis	streptococcus_parasanguinis	0.023794516	1	0.023794516
bacteroides_massiliensis	phosphatidate cytidylyltransferase	-0.023866506	0.99	0.023627841
prevotella_copri	prevotella_copri	0.023596912	1	0.023596912
m__hmdb00262	parasutterella_excrementihominis	0.033196928	0.71	0.023569819
eubacterium_ramulus	dihydrolipoyl dehydrogenase	-0.104996092	0.22	0.02309914
phosphopyruvate hydratase	phosphopyruvate hydratase	0.023092223	1	0.023092223
bacteroides_thetaiotaomicron	glycerol kinase	0.023062861	1	0.023062861
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb00562	0.023338188	0.98	0.022871424
glutamate dehydrogenase	glutamate dehydrogenase	0.022464952	1	0.022464952
m__hmdb00873	eggerthella_unclassified	0.022324314	1	0.022324314
peptostreptococcaceae_noname_unclassified	cytochrome-c oxidase	0.026224028	0.82	0.021503703
m__hmdb00262	eggerthella_unclassified	0.021697732	0.99	0.021480755
veillonella_dispar	formate-c-acetyltransferase-activating enzyme	-0.023308543	0.92	0.021443859
hgr__fabp1	bacteroides_thetaiotaomicron	0.025165638	0.85	0.021390792
hgi__igj	bacteroides_ovatus	-0.025134223	0.85	0.02136409
m__hmdb00715	lachnospiraceae_bacterium_2_1_58faa	0.022924935	0.93	0.021320189
hgr__fabp1	bacteroides_finegoldii	0.021231629	1	0.021231629
bilophila_unclassified	phosphopyruvate hydratase	0.050200496	0.42	0.021084208
m__hmdb00089	m__hmdb00089	0.020730529	1	0.020730529
klebsiella_pneumoniae	aspartate ammonia-lyase	0.021064109	0.98	0.020642827
m__hmdb02123	eubacterium_ramulus	-0.024816805	0.83	0.020597948
lachnospiraceae_bacterium_1_1_57faa	fructose-bisphosphate aldolase	-0.027456202	0.75	0.020592152
bacteroides_caccae	16s rrna cytosine1402-n4-methyltransferase	-0.020977193	0.98	0.020557649
m__hmdb00448	parabacteroides_merdae	0.107942359	0.19	0.020509048
m__hmdb00174	lachnospiraceae_bacterium_5_1_63faa	0.020460493	1	0.020460493
lachnospiraceae_bacterium_1_1_57faa	fe3+-transporting atpase	-0.020708684	0.98	0.020294511
superoxide dismutase	m__hmdb01991	0.026882307	0.75	0.02016173
3-hydroxyacyl-acyl-carrier-protein dehydratase	m__hmdb00239	-0.057518831	0.35	0.020131591
erysipelotrichaceae_bacterium_6_1_45	dna-directed rna polymerase	0.125686778	0.16	0.020109884
roseburia_inulinivorans	dna-directed rna polymerase	-0.02481818	0.81	0.020102726
hgr__krt8	sutterella_wadsworthensis	-0.021898886	0.91	0.019927986
lachnospiraceae_bacterium_3_1_57faa_ct1	beta-lactamase	0.132431463	0.15	0.019864719
m__hmdb00098	anaerostipes_hadrus	-0.042246616	0.47	0.019855909
streptococcus_thermophilus	pyridoxal 5-phosphate synthase glutamine hydrolyzing	0.072862401	0.27	0.019672848
2-c-methyl-d-erythritol 2:4-cyclodiphosphate synthase	m__hmdb01149	0.01995357	0.98	0.019554499
clostridium_bartlettii	aspartate ammonia-lyase	-0.084599421	0.23	0.019457867
streptococcus_parasanguinis	phosphoenolpyruvate carboxykinase atp	0.068548654	0.28	0.019193623
hgi__clca1	parabacteroides_unclassified	0.020616804	0.93	0.019173628
roseburia_inulinivorans	roseburia_inulinivorans	0.019099884	1	0.019099884
glycerol kinase	m__hmdb00637	0.019088686	1	0.019088686
;  q06996: l_sendf    ;  o55528: l_sendo	m__hmdb01169	-0.019474567	0.98	0.019085076
streptococcus_thermophilus	peptidylprolyl isomerase	0.09044117	0.21	0.018992646
faecalibacterium_prausnitzii	phosphoglycerate kinase	0.02110174	0.9	0.018991566
bacteroides_cellulosilyticus	methylaspartate mutase	-0.019183043	0.99	0.018991212
streptococcus_parasanguinis	serine o-acetyltransferase	-0.0669388	0.28	0.018742864
m__hmdb10169	barnesiella_intestinihominis	-0.04073727	0.46	0.018739144
transaldolase	m__hmdb01991	-0.050064431	0.37	0.01852384
m__hmdb00156	alistipes_shahii	0.123476486	0.15	0.018521473
bacteroides_massiliensis	phosphatidate cytidylyltransferase	-0.020723278	0.89	0.018443717
roseburia_inulinivorans	aspartate ammonia-lyase	0.021758553	0.83	0.018059599
pyridoxine 5-phosphate synthase	m__hmdb00626	0.039007933	0.46	0.017943649
m__hmdb00197	parasutterella_excrementihominis	-0.135783131	0.13	0.017651807
m__hmdb00097	odoribacter_splanchnicus	0.037364644	0.47	0.017561383
glyceraldehyde-3-phosphate dehydrogenase phosphorylating	m__hmdb01149	-0.017667207	0.99	0.017490535
burkholderiales_bacterium_1_1_47	triose-phosphate isomerase	-0.031142589	0.56	0.01743985
m__hmdb00097	alistipes_finegoldii	0.028895077	0.6	0.017337046
holdemania_filiformis	pyruvate carboxylase	0.113565256	0.15	0.017034788
bacteroides_ovatus	glycerate 3-kinase	0.018689657	0.91	0.017007588
clostridium_bartlettii	l-serine ammonia-lyase	0.048399528	0.35	0.016939835
dihydroorotate dehydrogenase quinone	m__hmdb00014	-0.01668398	1	0.01668398
